source_page,source_url,page_key,table_index,section,row_index,Sondeur | Sondeur | Sondeur,Date | Date | Date,Échantillon | Échantillon | Échantillon,Unnamed: 3_level_0 | Arthaud (LO) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Mélenchon (LFI) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Roussel (PCF) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Tondelier[b] (LE) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Glucksmann[b] (PP)[b] | Unnamed: 7_level_2,Unnamed: 8_level_0 | Attal[b] (RE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Philippe (HOR) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Villepin (LFH) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Retailleau (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Dupont-Aignan (DLF) | Unnamed: 12_level_2,Unnamed: 13_level_0 | Candidat RN | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour[b] (REC) | Unnamed: 14_level_2,Autre | Autre | Unnamed: 15_level_2,row_links_json,Unnamed: 4_level_0 | Poutou[d] (NPA-A) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Mélenchon (LFI) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Roussel (PCF) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Tondelier (LE) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat PS / PP | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat EPR | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat EPR | Unnamed: 10_level_2,Unnamed: 11_level_0 | Villepin (LFH) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Candidat LR | Unnamed: 12_level_2,Unnamed: 13_level_0 | Dupont-Aignan (DLF) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Candidat RN | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour[b] (REC) | Unnamed: 15_level_2,Autres | Autres | Unnamed: 16_level_2,Unnamed: 17_level_0 | Unnamed: 17_level_1 | Unnamed: 17_level_2,Unnamed: 6_level_0 | Mélenchon[b] (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Faure[b] (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Tondelier[b] (LE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat ENS | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat ENS | Unnamed: 10_level_2,Unnamed: 11_level_0 | Wauquiez[b] (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Lassalle (RES) | Unnamed: 12_level_2,Unnamed: 14_level_0 | Le Pen[b] (RN) | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour (REC) | Unnamed: 15_level_2,Unnamed: 7_level_0 | Candidat PS/DVG | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat EELV | Unnamed: 8_level_2,Unnamed: 10_level_0 | Wauquiez (LR) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Lassalle (RES) | Unnamed: 11_level_2,Unnamed: 13_level_0 | Le Pen[b] (RN) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour (REC) | Unnamed: 14_level_2,Dates | Dates | Dates,Unnamed: 4_level_0 | Poutou (NPA-A) | Unnamed: 4_level_2,Unnamed: 6_level_0 | Mélenchon (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Hidalgo (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Jadot (EELV) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Macron (REN) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Pécresse (LR) | Unnamed: 10_level_2,Unnamed: 13_level_0 | Le Pen (RN) | Unnamed: 13_level_2,Unnamed: 3_level_0 | Attal (RE) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Bardella (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Mélenchon (LFI) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Philippe (HOR) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Glucksmann (PP) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Retailleau (LR) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Le Pen (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Ruffin (D!) | Unnamed: 3_level_2,v · m Sondages préélectoraux en France,v · m Sondages préélectoraux en France.1,0,1
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,27,Ifop,16-18 avril,1 090,15,,45,,,,,,,,,,,"[{""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",05,,,,,,,,,2,,,,,14,3,2,26 Philippe,26 Philippe,5,15,33 Bardella,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,28,Cluster17[l],2 - 5 avril,1 713,—,,29 Ruffin,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",2,,,,,,,,,3,,,,,29 Ruffin,29 Ruffin,29 Ruffin,25 Philippe,25 Philippe,45,—,30,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,29,Cluster17[l],2 - 5 avril,1 713,—,,18 Mélenchon,,,,,,,,,,,"[{""label"": ""Cluster17"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/avril/9753-pdt-ruffin-cluster-17-picardie-debout-21-avril-2024.pdf""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",3,,,,,,,,,4,,,,,18 Mélenchon,18 Mélenchon,18 Mélenchon,31 Philippe,31 Philippe,5,—,32,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,30,Ifop,31 janvier - 1er février,1 081,15,,4,,,,,,,,,,,"[{""label"": ""Mélenchon"", ""url"": ""https://fr.wikipedia.org/wiki/Jean-Luc_M%C3%A9lenchon""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",15,,,,,,,,,25,,,,,14,2,2,22 Attal,22 Attal,55,3,36,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,31,Ifop,31 janvier - 1er février,1 081,15,,45,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/fevrier/9715-pdtielle-ifop-valeurs-actuelles-7-fevrier.pdf""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",15,,,,,,,,,25,,,,,14,2,25,22 Philippe,22 Philippe,45,3,36,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,32,Ifop,9-10 janvier,1 144,1,,5,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2,,,,,,,,,3,,,,,145,4,1,24 Attal,24 Attal,6,25,28 Bardella,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,33,Ifop,9-10 janvier,1 144,05,,6,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/janvier/9710-pdt-ifop-jdd-15-01.pdf""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",15,,,,,,,,,25,,,,,15,35,15,26 Philippe,26 Philippe,6,25,27 Bardella,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,34,Ifop,9-10 janvier,1 144,05,,65,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",2,,,,,,,,,2,,,,,14,35,15,23 Attal,23 Attal,6,25,32,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,35,Ifop,9-10 janvier,1 144,05,,6,,,,,,,,,,,"[{""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",15,,,,,,,,,2,,,,,13,3,2,25 Philippe,25 Philippe,5,25,33,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,0,,,,,,,,,,,,,,,,,"[{""label"": ""Arthaud"", ""url"": ""https://fr.wikipedia.org/wiki/Nathalie_Arthaud""}, {""label"": ""LO"", ""url"": ""https://fr.wikipedia.org/wiki/Lutte_ouvri%C3%A8re""}, {""label"": ""Poutou"", ""url"": ""https://fr.wikipedia.org/wiki/Philippe_Poutou""}, {""label"": ""NPA-A"", ""url"": ""https://fr.wikipedia.org/wiki/Nouveau_Parti_anticapitaliste""}, {""label"": ""Roussel"", ""url"": ""https://fr.wikipedia.org/wiki/Fabien_Roussel""}, {""label"": ""PCF"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_communiste_fran%C3%A7ais""}, {""label"": ""Mélenchon"", ""url"": ""https://fr.wikipedia.org/wiki/Jean-Luc_M%C3%A9lenchon""}, {""label"": ""LFI"", ""url"": ""https://fr.wikipedia.org/wiki/La_France_insoumise""}, {""label"": ""PS"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_socialiste_(France)""}, {""label"": ""DVG"", ""url"": ""https://fr.wikipedia.org/wiki/Divers_gauche""}, {""label"": ""EELV"", ""url"": ""https://fr.wikipedia.org/wiki/Europe_%C3%89cologie_Les_Verts""}, {""label"": ""ENS"", ""url"": ""https://fr.wikipedia.org/wiki/Ensemble_(coalition_fran%C3%A7aise)""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""LR"", ""url"": ""https://fr.wikipedia.org/wiki/Les_R%C3%A9publicains""}, {""label"": ""Lassalle"", ""url"": ""https://fr.wikipedia.org/wiki/Jean_Lassalle""}, {""label"": ""RES"", ""url"": ""https://fr.wikipedia.org/wiki/R%C3%A9sistons""}, {""label"": ""Dupont-Aignan"", ""url"": ""https://fr.wikipedia.org/wiki/Nicolas_Dupont-Aignan""}, {""label"": ""DLF"", ""url"": ""https://fr.wikipedia.org/wiki/Debout_la_France""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}, {""label"": ""RN"", ""url"": ""https://fr.wikipedia.org/wiki/Rassemblement_national""}, {""label"": ""Zemmour"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89ric_Zemmour""}, {""label"": ""REC"", ""url"": ""https://fr.wikipedia.org/wiki/Reconqu%C3%AAte_(parti_politique)""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,1,Ifop,24-25 octobre,1 084,1.0,,6,,,,,,,2,,,,[],2.0,,,,,,,,,,,,,,14,,,25 Philippe,,,,,,4 Faure,1 Tondelier,5.0,25,31,65.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,2,Ifop,24-25 octobre,1 084,1.0,,6,,,,,,,3,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.lefigaro.fr/politique/presidentielle-2027-marine-le-pen-s-echappe-jean-luc-melenchon-recule-20231030""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Tondelier"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Tondelier""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",1.0,,,,,,,,,,,,,,14,,,19 Attal,,,,,,5 Faure,2 Tondelier,6.0,4,33,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,3,Ifop,24-25 octobre,1 084,15.0,,7,,,,,,,25,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Tondelier"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Tondelier""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",1.0,,,,,,,,,,,,,,15,,,18 Le Maire,,,,,,"5,5 Faure",2 Tondelier,6.0,3,32,65.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,4,Ifop,24-25 octobre,1 084,15.0,,6,,,,,,,25,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Tondelier"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Tondelier""}, {""label"": ""Le Maire"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Le_Maire""}]",15.0,,,,,,,,,,,,,,15,,,16 Darmanin,,,,,,6 Faure,2 Tondelier,6.0,35,33,7.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,5,Ifop,24-25 octobre,1 084,15.0,,75,,,,,,,3,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Tondelier"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Tondelier""}, {""label"": ""Darmanin"", ""url"": ""https://fr.wikipedia.org/wiki/G%C3%A9rald_Darmanin""}]",2.0,,,,,,,,,,,,,,7 Ruffin,,,26 Philippe,,,,,,4 Faure,2 Tondelier,6.0,25,32,65.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,6,Harris Interactive,1-4 septembre,2 525,1.0,,6,,,,,,,2,,,,"[{""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Tondelier"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Tondelier""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2.0,,,,,,,,,,,,,,16,,,22 Philippe,,,,,,5 Cazeneuve,5 Jadot,5.0,—,30,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,7,Harris Interactive,1-4 septembre,2 525,1.0,,6,,,,,,,2,,,,"[{""label"": ""Harris Interactive"", ""url"": ""https://harris-interactive.fr/wp-content/uploads/sites/6/2023/09/Rapport-Toluna-Harris-IV-Presidentielle-2027-Challenges-septembre-2023.pdf""}, {""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2.0,,,,,,,,,,,,,,16,,,16 Le Maire,,,,,,7 Cazeneuve,5 Jadot,7.0,—,32,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,8,Harris Interactive,1-4 septembre,2 525,1.0,,6,,,,,,,2,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Le Maire"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Le_Maire""}]",2.0,,,,,,,,,,,,,,16,,,14 Darmanin,,,,,,8 Cazeneuve,6 Jadot,7.0,—,32,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,9,Harris Interactive,1-4 septembre,2 525,1.0,,5,,,,,,,2,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Darmanin"", ""url"": ""https://fr.wikipedia.org/wiki/G%C3%A9rald_Darmanin""}]",2.0,,,,,,,,,,,,,,16,,,12 Attal,,,,,,8 Cazeneuve,7 Jadot,8.0,—,32,7.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,10,Harris Interactive,1-4 septembre,2 525,1.0,,6,,,,,,,2,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",2.0,,,,,,,,,,,,,,16,,,11 Borne,,,,,,9 Cazeneuve,5 Jadot,9.0,—,33,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,11,Harris Interactive,1-4 septembre,2 525,1.0,,6,,,,,,,2,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Borne"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89lisabeth_Borne""}]",2.0,,,,,,,,,,,,,,17,,,9 Castex,,,,,,9 Cazeneuve,6 Jadot,9.0,—,33,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,12,Harris Interactive,1-4 septembre,2 525,1.0,,6,,,,,,,3,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Castex"", ""url"": ""https://fr.wikipedia.org/wiki/Jean_Castex""}]",2.0,,,,,,,,,,,,,,16,,,8 Bayrou,,,,,,10 Cazeneuve,6 Jadot,9.0,—,33,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,13,Harris Interactive,1-4 septembre,2 525,1.0,,6,,,,,,,3,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Bayrou"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Bayrou""}]",2.0,,,,,,,,,,,,,,17,,,5 Braun-Pivet,,,,,,10 Cazeneuve,7 Jadot,10.0,—,33,6.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,14,OpinionWay,12-13 avril,965,1.0,,—,,,,,,,—,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Braun-Pivet"", ""url"": ""https://fr.wikipedia.org/wiki/Ya%C3%ABl_Braun-Pivet""}]",3.0,,,,,,,,,,,,,,17,,,32 Philippe,,,,,,6 Faure,2 Rousseau,7.0,—,23 Bardella,9.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,15,Harris Interactive,6-7 avril,1 320,1.0,,4,,,,,,,2,,,,"[{""label"": ""OpinionWay"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2023/avril/9689-pres-ow-le-figaro-magazine.pdf""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Rousseau"", ""url"": ""https://fr.wikipedia.org/wiki/Sandrine_Rousseau""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",2.0,,,,,,,,,,,,,,16,,,24 Philippe,,,,,,5 Cazeneuve,4 Jadot,5.0,—,30,7.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,16,Harris Interactive,6-7 avril,1 320,1.0,,5,,,,,,,2,,,,"[{""label"": ""Harris Interactive"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2023/avril/9688-pres-hi-challenges.pdf""}, {""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2.0,,,,,,,,,,,,,,18,,,16 Le Maire,,,,,,7 Cazeneuve,5 Jadot,5.0,—,32,7.0,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,3,Année 2023,17,Harris Interactive,6-7 avril,1 320,1.0,,5,,,,,,,2,,,,"[{""label"": ""Cazeneuve"", ""url"": ""https://fr.wikipedia.org/wiki/Bernard_Cazeneuve""}, {""label"": ""Jadot"", ""url"": ""https://fr.wikipedia.org/wiki/Yannick_Jadot""}, {""label"": ""Le Maire"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Le_Maire""}]",2.0,,,,,,,,,,,,,,19,,,10 Darmanin,,,,,,8 Cazeneuve,5 Jadot,7.0,—,33,8.0,,,,,,,,,,,,,,,,,,,,
